,Unnamed: 0,Coal,Crude oil,Oil products,Natural gas,Nuclear,Hydro,"Wind, solar, etc",Biofuels and waste,Electricity,Heat,Total,Category
0,0,51 ktoe,5788 ktoe,0 ktoe,5545 ktoe,0 ktoe,3916 ktoe,8909 ktoe,11889 ktoe,0 ktoe,0 ktoe,36098 ktoe,Production
1,1,12580 ktoe,68817 ktoe,11908 ktoe,50177 ktoe,0 ktoe,0 ktoe,0 ktoe,2805 ktoe,4372 ktoe,0 ktoe,150661 ktoe,Imports
2,2,-262 ktoe,-1275 ktoe,-27023 ktoe,-181 ktoe,0 ktoe,0 ktoe,0 ktoe,-113 ktoe,-384 ktoe,0 ktoe,-29239 ktoe,Exports
3,3,0 ktoe,0 ktoe,-1900 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1900 ktoe,International marine bunkers
4,4,0 ktoe,0 ktoe,-3166 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-3166 ktoe,International aviation bunkers
5,5,-70 ktoe,-193 ktoe,600 ktoe,-240 ktoe,0 ktoe,0 ktoe,0 ktoe,13 ktoe,0 ktoe,0 ktoe,109 ktoe,Stock changes
6,6,12299 ktoe,73138 ktoe,-19582 ktoe,55302 ktoe,0 ktoe,3916 ktoe,8909 ktoe,14594 ktoe,3988 ktoe,0 ktoe,152563 ktoe,TPES
7,7,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Transfers
8,8,89 ktoe,-80 ktoe,1134 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,1144 ktoe,Statistical differences
9,9,-9794 ktoe,0 ktoe,-795 ktoe,-6187 ktoe,0 ktoe,-3916 ktoe,-8567 ktoe,-2864 ktoe,15966 ktoe,0 ktoe,-16157 ktoe,Electricity plants
10,10,-674 ktoe,0 ktoe,-3727 ktoe,-14175 ktoe,0 ktoe,0 ktoe,0 ktoe,-3302 ktoe,8244 ktoe,5092 ktoe,-8542 ktoe,CHP plants
11,11,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-37 ktoe,-91 ktoe,0 ktoe,89 ktoe,-39 ktoe,Heat plants
12,12,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Gas works
13,13,0 ktoe,-74724 ktoe,75144 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,420 ktoe,Oil refineries
14,14,-953 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-953 ktoe,Coal transformation
15,15,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Liquefication plants
16,16,0 ktoe,1666 ktoe,-1711 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-7 ktoe,0 ktoe,0 ktoe,-53 ktoe,Other transformation
17,17,-21 ktoe,0 ktoe,-3325 ktoe,-1121 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1783 ktoe,-1309 ktoe,-7559 ktoe,Energy industry own use
18,18,0 ktoe,0 ktoe,0 ktoe,-263 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1695 ktoe,-21 ktoe,-1980 ktoe,Losses
19,19,947 ktoe,0 ktoe,47138 ktoe,33556 ktoe,0 ktoe,0 ktoe,304 ktoe,8329 ktoe,24719 ktoe,3851 ktoe,118845 ktoe,Total final consumption
20,20,880 ktoe,0 ktoe,2777 ktoe,8273 ktoe,0 ktoe,0 ktoe,11 ktoe,660 ktoe,9687 ktoe,2696 ktoe,24985 ktoe,Industry
21,21,0 ktoe,0 ktoe,33187 ktoe,1087 ktoe,0 ktoe,0 ktoe,0 ktoe,1167 ktoe,933 ktoe,0 ktoe,36374 ktoe,Transport
22,22,0 ktoe,0 ktoe,2375 ktoe,16986 ktoe,0 ktoe,0 ktoe,141 ktoe,6393 ktoe,5691 ktoe,908 ktoe,32494 ktoe,Residential
23,23,0 ktoe,0 ktoe,564 ktoe,6499 ktoe,0 ktoe,0 ktoe,114 ktoe,75 ktoe,7918 ktoe,221 ktoe,15391 ktoe,Commercial and public services
24,24,0 ktoe,0 ktoe,1994 ktoe,138 ktoe,0 ktoe,0 ktoe,16 ktoe,34 ktoe,472 ktoe,9 ktoe,2663 ktoe,Agriculture / forestry
25,25,0 ktoe,0 ktoe,150 ktoe,0 ktoe,0 ktoe,0 ktoe,21 ktoe,0 ktoe,17 ktoe,0 ktoe,188 ktoe,Fishing
26,26,0 ktoe,0 ktoe,126 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,17 ktoe,143 ktoe,Non-specified
27,27,67 ktoe,0 ktoe,5966 ktoe,573 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,6605 ktoe,Non-energy use
