,Unnamed: 0,Coal,Crude oil,Oil products,Natural gas,Nuclear,Hydro,"Wind, solar, etc",Biofuels and waste,Electricity,Heat,Total,Category
0,0,4307 ktoe,27 ktoe,0 ktoe,374 ktoe,5093 ktoe,364 ktoe,34 ktoe,836 ktoe,0 ktoe,0 ktoe,11036 ktoe,Production
1,1,2460 ktoe,7285 ktoe,1637 ktoe,2609 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,98 ktoe,0 ktoe,14088 ktoe,Imports
2,2,-3 ktoe,0 ktoe,-3728 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-32 ktoe,-764 ktoe,0 ktoe,-4526 ktoe,Exports
3,3,0 ktoe,0 ktoe,-108 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-108 ktoe,International marine bunkers
4,4,0 ktoe,0 ktoe,-180 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-180 ktoe,International aviation bunkers
5,5,214 ktoe,-15 ktoe,31 ktoe,-82 ktoe,0 ktoe,0 ktoe,0 ktoe,-1 ktoe,0 ktoe,0 ktoe,147 ktoe,Stock changes
6,6,6979 ktoe,7297 ktoe,-2348 ktoe,2901 ktoe,5093 ktoe,364 ktoe,34 ktoe,804 ktoe,-666 ktoe,0 ktoe,20458 ktoe,TPES
7,7,0 ktoe,-68 ktoe,82 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,14 ktoe,Transfers
8,8,93 ktoe,0 ktoe,-158 ktoe,-52 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-5 ktoe,0 ktoe,-122 ktoe,Statistical differences
9,9,-4356 ktoe,0 ktoe,-31 ktoe,-30 ktoe,-5079 ktoe,-364 ktoe,-2 ktoe,0 ktoe,3419 ktoe,0 ktoe,-6443 ktoe,Electricity plants
10,10,-1474 ktoe,0 ktoe,-61 ktoe,-660 ktoe,-14 ktoe,0 ktoe,0 ktoe,-2 ktoe,493 ktoe,921 ktoe,-797 ktoe,CHP plants
11,11,0 ktoe,0 ktoe,-25 ktoe,-319 ktoe,0 ktoe,0 ktoe,0 ktoe,-3 ktoe,0 ktoe,284 ktoe,-63 ktoe,Heat plants
12,12,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Gas works
13,13,0 ktoe,-7458 ktoe,7252 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-206 ktoe,Oil refineries
14,14,-338 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-338 ktoe,Coal transformation
15,15,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Liquefication plants
16,16,0 ktoe,230 ktoe,-210 ktoe,-22 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1 ktoe,Other transformation
17,17,-164 ktoe,0 ktoe,-257 ktoe,-69 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-508 ktoe,-202 ktoe,-1200 ktoe,Energy industry own use
18,18,0 ktoe,0 ktoe,0 ktoe,-39 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-422 ktoe,-104 ktoe,-565 ktoe,Losses
19,19,740 ktoe,1 ktoe,4243 ktoe,1710 ktoe,0 ktoe,0 ktoe,33 ktoe,799 ktoe,2312 ktoe,899 ktoe,10737 ktoe,Total final consumption
20,20,476 ktoe,1 ktoe,815 ktoe,1091 ktoe,0 ktoe,0 ktoe,0 ktoe,135 ktoe,863 ktoe,318 ktoe,3698 ktoe,Industry
21,21,0 ktoe,0 ktoe,2529 ktoe,253 ktoe,0 ktoe,0 ktoe,0 ktoe,8 ktoe,40 ktoe,0 ktoe,2830 ktoe,Transport
22,22,251 ktoe,0 ktoe,25 ktoe,24 ktoe,0 ktoe,0 ktoe,0 ktoe,635 ktoe,800 ktoe,420 ktoe,2155 ktoe,Residential
23,23,6 ktoe,0 ktoe,65 ktoe,65 ktoe,0 ktoe,0 ktoe,33 ktoe,18 ktoe,592 ktoe,162 ktoe,941 ktoe,Commercial and public services
24,24,6 ktoe,0 ktoe,241 ktoe,32 ktoe,0 ktoe,0 ktoe,0 ktoe,3 ktoe,17 ktoe,0 ktoe,299 ktoe,Agriculture / forestry
25,25,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Fishing
26,26,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Non-specified
27,27,0 ktoe,0 ktoe,569 ktoe,245 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,814 ktoe,Non-energy use
