,Coal,Crude oil,Oil products,Natural gas,Nuclear,Hydro,"Wind, solar, etc",Biofuels and waste,Electricity,Heat,Total,Category,Year
0,488 ktoe,1859 ktoe,0 ktoe,175 ktoe,0 ktoe,3 ktoe,0 ktoe,1118 ktoe,0 ktoe,0 ktoe,3643 ktoe,Production,2004
1,212 ktoe,17903 ktoe,1140 ktoe,16308 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,686 ktoe,0 ktoe,36248 ktoe,Imports,2004
2,-94 ktoe,-1056 ktoe,-11379 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-406 ktoe,0 ktoe,-12935 ktoe,Exports,2004
3,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,International marine bunkers,2004
4,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,International aviation bunkers,2004
5,17 ktoe,-104 ktoe,-63 ktoe,100 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-49 ktoe,Stock changes,2004
6,623 ktoe,18602 ktoe,-10302 ktoe,16584 ktoe,0 ktoe,3 ktoe,0 ktoe,1118 ktoe,280 ktoe,0 ktoe,26908 ktoe,TPES,2004
7,0 ktoe,-46 ktoe,50 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,4 ktoe,Transfers,2004
8,-1 ktoe,-13 ktoe,-1 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-1 ktoe,0 ktoe,-16 ktoe,Statistical differences,2004
9,0 ktoe,0 ktoe,-158 ktoe,-3219 ktoe,0 ktoe,-3 ktoe,0 ktoe,0 ktoe,1282 ktoe,0 ktoe,-2097 ktoe,Electricity plants,2004
10,-10 ktoe,0 ktoe,-375 ktoe,-5814 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,1401 ktoe,3158 ktoe,-1639 ktoe,CHP plants,2004
11,-192 ktoe,0 ktoe,-565 ktoe,-3406 ktoe,0 ktoe,0 ktoe,0 ktoe,-341 ktoe,0 ktoe,3715 ktoe,-789 ktoe,Heat plants,2004
