,Coal,Crude oil,Oil products,Natural gas,Nuclear,Hydro,"Wind, solar, etc",Biofuels and waste,Electricity,Heat,Total,Category,Year
0,0 ktoe,3503 ktoe,0 ktoe,2204 ktoe,0 ktoe,13 ktoe,4 ktoe,1082 ktoe,0 ktoe,0 ktoe,6806 ktoe,Production,2004
1,0 ktoe,1089 ktoe,3192 ktoe,1197 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,5477 ktoe,Imports,2004
2,0 ktoe,-2799 ktoe,-683 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-2 ktoe,0 ktoe,-3483 ktoe,Exports,2004
3,0 ktoe,0 ktoe,-17 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-17 ktoe,International marine bunkers,2004
4,0 ktoe,0 ktoe,-237 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-237 ktoe,International aviation bunkers,2004
5,0 ktoe,-100 ktoe,18 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-82 ktoe,Stock changes,2004
6,0 ktoe,1693 ktoe,2274 ktoe,3400 ktoe,0 ktoe,13 ktoe,4 ktoe,1082 ktoe,-2 ktoe,0 ktoe,8464 ktoe,TPES,2004
7,0 ktoe,-91 ktoe,97 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,7 ktoe,Transfers,2004
8,0 ktoe,44 ktoe,-15 ktoe,-207 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,112 ktoe,0 ktoe,-66 ktoe,Statistical differences,2004
9,0 ktoe,0 ktoe,-36 ktoe,-2384 ktoe,0 ktoe,-13 ktoe,-4 ktoe,0 ktoe,1027 ktoe,0 ktoe,-1410 ktoe,Electricity plants,2004
10,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,CHP plants,2004
11,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Heat plants,2004
12,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Gas works,2004
13,0 ktoe,-1647 ktoe,1611 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-36 ktoe,Oil refineries,2004
14,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Coal transformation,2004
15,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Liquefication plants,2004
16,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-218 ktoe,0 ktoe,0 ktoe,-218 ktoe,Other transformation,2004
17,0 ktoe,0 ktoe,-67 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-53 ktoe,0 ktoe,-120 ktoe,Energy industry own use,2004
18,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-133 ktoe,0 ktoe,-133 ktoe,Losses,2004
19,0 ktoe,0 ktoe,3864 ktoe,810 ktoe,0 ktoe,0 ktoe,0 ktoe,864 ktoe,950 ktoe,0 ktoe,6488 ktoe,Total final consumption,2004
20,0 ktoe,0 ktoe,1021 ktoe,593 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,441 ktoe,0 ktoe,2055 ktoe,Industry,2004
21,0 ktoe,0 ktoe,1454 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,19 ktoe,0 ktoe,1473 ktoe,Transport,2004
22,0 ktoe,0 ktoe,543 ktoe,167 ktoe,0 ktoe,0 ktoe,0 ktoe,864 ktoe,236 ktoe,0 ktoe,1810 ktoe,Residential,2004
23,0 ktoe,0 ktoe,340 ktoe,49 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,204 ktoe,0 ktoe,594 ktoe,Commercial and public services,2004
24,0 ktoe,0 ktoe,339 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,51 ktoe,0 ktoe,390 ktoe,Agriculture / forestry,2004
25,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Fishing,2004
26,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Non-specified,2004
27,0 ktoe,0 ktoe,166 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,166 ktoe,Non-energy use,2004
0,0 ktoe,3551 ktoe,0 ktoe,1993 ktoe,0 ktoe,12 ktoe,4 ktoe,1122 ktoe,0 ktoe,0 ktoe,6682 ktoe,Production,2005
1,0 ktoe,1120 ktoe,3192 ktoe,1098 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,12 ktoe,0 ktoe,5422 ktoe,Imports,2005
2,0 ktoe,-2908 ktoe,-735 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-12 ktoe,0 ktoe,-3655 ktoe,Exports,2005
3,0 ktoe,0 ktoe,-17 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-17 ktoe,International marine bunkers,2005
4,0 ktoe,0 ktoe,-220 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-220 ktoe,International aviation bunkers,2005
5,0 ktoe,116 ktoe,-13 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,104 ktoe,Stock changes,2005
6,0 ktoe,1880 ktoe,2207 ktoe,3092 ktoe,0 ktoe,12 ktoe,4 ktoe,1122 ktoe,0 ktoe,0 ktoe,8316 ktoe,TPES,2005
7,0 ktoe,-72 ktoe,77 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,5 ktoe,Transfers,2005
8,0 ktoe,43 ktoe,19 ktoe,218 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,80 ktoe,0 ktoe,360 ktoe,Statistical differences,2005
9,0 ktoe,0 ktoe,-51 ktoe,-2467 ktoe,0 ktoe,-12 ktoe,-4 ktoe,0 ktoe,1089 ktoe,0 ktoe,-1445 ktoe,Electricity plants,2005
10,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,CHP plants,2005
11,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Heat plants,2005
12,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Gas works,2005
13,0 ktoe,-1851 ktoe,1814 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-37 ktoe,Oil refineries,2005
14,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Coal transformation,2005
15,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Liquefication plants,2005
16,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-227 ktoe,0 ktoe,0 ktoe,-227 ktoe,Other transformation,2005
17,0 ktoe,0 ktoe,-71 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-56 ktoe,0 ktoe,-128 ktoe,Energy industry own use,2005
18,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,-147 ktoe,0 ktoe,-147 ktoe,Losses,2005
19,0 ktoe,0 ktoe,3995 ktoe,842 ktoe,0 ktoe,0 ktoe,0 ktoe,894 ktoe,965 ktoe,0 ktoe,6697 ktoe,Total final consumption,2005
20,0 ktoe,0 ktoe,958 ktoe,623 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,434 ktoe,0 ktoe,2014 ktoe,Industry,2005
21,0 ktoe,0 ktoe,1511 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,20 ktoe,0 ktoe,1531 ktoe,Transport,2005
22,0 ktoe,0 ktoe,555 ktoe,173 ktoe,0 ktoe,0 ktoe,0 ktoe,894 ktoe,245 ktoe,0 ktoe,1868 ktoe,Residential,2005
23,0 ktoe,0 ktoe,338 ktoe,46 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,213 ktoe,0 ktoe,597 ktoe,Commercial and public services,2005
24,0 ktoe,0 ktoe,345 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,53 ktoe,0 ktoe,398 ktoe,Agriculture / forestry,2005
25,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Fishing,2005
26,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,0 ktoe,Non-specified,2005
